type,amount,category,description,date
income,3662.86,Salary,Birthday gift,2024-03-07T12:10:00
expense,351.94,Transportation,Electricity bill,2024-10-02T16:53:00
income,3835.75,Freelance,Annual bonus,2024-04-21T00:28:00
expense,388.38,Food,Monthly rent,2024-01-28T06:51:00
expense,341.15,Rent,Bus fare,2024-05-24T06:23:00
expense,355.39,Food,Grocery shopping,2024-03-30T02:14:00
income,1164.25,Bonus,Stock dividends,2023-12-16T04:30:00
income,4047.04,Bonus,Project payment,2024-08-10T08:00:00
expense,188.61,Entertainment,Movie tickets,2024-06-03T18:57:00
income,4337.04,Bonus,Annual bonus,2023-08-22T10:36:00
expense,451.6,Entertainment,Bus fare,2023-03-27T00:30:00
income,1501.48,Investment,Birthday gift,2023-12-03T11:48:00
income,2889.15,Salary,Stock dividends,2023-02-25T02:20:00
income,2119.4,Salary,Annual bonus,2023-09-06T05:25:00
expense,277.79,Misc,Electricity bill,2023-01-27T07:46:00
expense,184.05,Healthcare,Monthly rent,2024-01-23T14:11:00
income,1630.02,Freelance,,2023-10-03T17:31:00
expense,157.2,Utilities,Electricity bill,2023-09-19T15:28:00
expense,340.29,Rent,Movie tickets,2024-12-28T18:52:00
income,810.7,Salary,,2023-04-19T14:13:00
income,3634.64,Freelance,Stock dividends,2023-08-18T15:56:00
income,1089.92,Gift,Birthday gift,2024-07-02T23:31:00
expense,304.25,Rent,Doctor visit,2024-08-02T04:12:00
income,4734.94,Freelance,Birthday gift,2023-12-08T06:01:00
expense,375.26,Rent,Movie tickets,2024-02-29T02:09:00
income,4600.57,Gift,Stock dividends,2023-11-26T16:25:00
expense,82.29,Misc,Electricity bill,2024-02-13T01:27:00
expense,83.66,Food,Movie tickets,2024-05-22T12:24:00
expense,244.37,Food,Monthly rent,2023-09-05T16:19:00
income,1405.55,Investment,Monthly salary,2024-06-16T14:49:00
income,3661.15,Gift,Annual bonus,2024-01-20T10:23:00
expense,80.96,Healthcare,Bus fare,2024-10-18T17:52:00
expense,457.48,Healthcare,Monthly rent,2024-09-11T11:39:00
income,4190.41,Salary,,2024-05-03T11:59:00
expense,73.08,Entertainment,Movie tickets,2024-01-20T07:11:00
expense,17.14,Misc,Doctor visit,2023-03-27T01:47:00
income,2103.85,Freelance,Stock dividends,2023-09-25T17:33:00
income,3317.95,Bonus,Stock dividends,2024-04-19T12:58:00
expense,369.77,Entertainment,Doctor visit,2023-08-25T05:07:00
expense,88.55,Healthcare,Movie tickets,2023-01-11T02:36:00
expense,144.66,Utilities,Doctor visit,2024-03-05T04:43:00
expense,392.61,Healthcare,Monthly rent,2023-04-05T18:07:00
expense,36.31,Entertainment,Doctor visit,2024-04-29T05:07:00
expense,74.2,Entertainment,Grocery shopping,2023-05-23T13:02:00
expense,106.81,Food,Movie tickets,2024-11-06T02:02:00
income,1552.85,Bonus,Stock dividends,2024-11-05T23:21:00
expense,427.91,Entertainment,Doctor visit,2024-08-30T09:32:00
income,4407.14,Bonus,Project payment,2024-05-21T15:12:00
expense,428.32,Rent,Doctor visit,2024-01-29T20:26:00
expense,88.71,Misc,Grocery shopping,2024-03-11T10:28:00
income,2472.33,Bonus,,2023-11-25T12:41:00
expense,31.01,Food,Doctor visit,2024-09-06T12:46:00
income,4112.03,Investment,Stock dividends,2023-03-16T08:28:00
income,4427.45,Gift,Annual bonus,2024-09-25T06:06:00
expense,484.01,Healthcare,Grocery shopping,2024-10-21T03:19:00
expense,181.11,Food,Grocery shopping,2024-09-11T03:28:00
income,693.18,Investment,Stock dividends,2023-03-05T20:24:00
expense,297.57,Rent,Monthly rent,2024-01-14T03:36:00
income,4953.74,Gift,Project payment,2024-02-14T06:56:00
income,1248.51,Bonus,,2024-11-12T14:08:00
income,1633.73,Gift,Monthly salary,2023-08-06T13:16:00
income,1914.87,Salary,Project payment,2023-03-14T13:36:00
expense,465.3,Food,Monthly rent,2023-05-02T16:27:00
expense,216.94,Food,Electricity bill,2023-07-29T09:30:00
income,4210.89,Freelance,,2023-11-17T15:28:00
expense,214.27,Rent,Electricity bill,2024-08-26T03:48:00
expense,187.29,Rent,,2024-06-20T04:38:00
expense,53.19,Food,,2024-06-09T05:18:00
income,1403.55,Salary,Monthly salary,2024-08-14T20:53:00
income,4832.99,Bonus,Birthday gift,2023-05-19T09:50:00
income,4792.76,Gift,Monthly salary,2023-11-13T08:21:00
income,1363.39,Gift,,2023-12-25T20:46:00
income,4733.44,Investment,Monthly salary,2024-07-12T03:02:00
expense,87.46,Rent,Movie tickets,2024-08-18T08:59:00
expense,398.79,Healthcare,Movie tickets,2023-02-23T01:56:00
expense,179.42,Healthcare,,2023-01-16T18:46:00
income,540.9,Bonus,Monthly salary,2023-09-12T02:21:00
income,3885.23,Salary,Project payment,2023-12-02T05:40:00
income,1748.58,Salary,Monthly salary,2024-07-11T00:48:00
expense,236.06,Entertainment,Bus fare,2023-09-28T01:52:00
income,3381.96,Gift,Monthly salary,2024-04-23T16:11:00
expense,455.36,Rent,Grocery shopping,2024-06-13T21:37:00
expense,443.94,Food,Monthly rent,2023-05-28T01:25:00
expense,254.99,Transportation,Doctor visit,2024-11-29T17:52:00
income,2845.58,Salary,Stock dividends,2024-01-20T17:16:00
income,4175.84,Salary,Birthday gift,2024-09-13T02:10:00
expense,77.88,Healthcare,Grocery shopping,2023-12-28T04:01:00
expense,338.97,Food,Doctor visit,2023-09-17T05:15:00
expense,440.45,Food,,2023-08-17T01:23:00
income,4005.2,Freelance,Monthly salary,2024-01-28T14:14:00
income,2916.59,Freelance,,2023-05-04T21:41:00
expense,196.98,Utilities,,2024-07-15T11:15:00
income,2414.15,Salary,Annual bonus,2024-06-21T19:20:00
expense,16.5,Rent,Monthly rent,2024-11-04T07:56:00
income,949.45,Bonus,Project payment,2024-11-25T05:38:00
income,2045.02,Bonus,Monthly salary,2024-10-28T22:53:00
income,3356.42,Freelance,,2024-08-09T07:24:00
expense,253.38,Transportation,,2023-03-08T05:41:00
income,3269.1,Gift,Stock dividends,2023-10-13T04:05:00
income,919.53,Freelance,,2023-01-26T19:22:00
expense,418.56,Healthcare,Bus fare,2024-06-25T13:18:00
income,1864.53,Gift,Project payment,2024-07-20T16:07:00
income,2849.68,Bonus,,2023-12-04T18:15:00
income,1262.49,Freelance,Birthday gift,2023-03-04T06:01:00
expense,90.22,Entertainment,Movie tickets,2023-04-24T02:19:00
income,1525.82,Freelance,,2023-02-22T02:59:00
expense,124.96,Utilities,Movie tickets,2023-12-28T02:11:00
income,4811.52,Bonus,Annual bonus,2023-10-04T14:29:00
expense,428.72,Entertainment,Monthly rent,2024-10-26T03:19:00
income,621.98,Gift,Annual bonus,2023-09-09T09:27:00
expense,370.77,Entertainment,Doctor visit,2024-03-13T16:06:00
expense,412.84,Transportation,Grocery shopping,2023-07-01T08:49:00
expense,405.24,Utilities,,2024-09-28T05:43:00
income,659.28,Bonus,Birthday gift,2024-02-14T14:40:00
income,4277.26,Investment,,2024-11-24T18:21:00
expense,43.95,Transportation,Movie tickets,2023-01-21T12:20:00
expense,480.76,Utilities,Electricity bill,2024-10-10T11:53:00
income,726.14,Freelance,Birthday gift,2024-06-14T17:39:00
expense,263.74,Misc,Monthly rent,2024-05-11T01:13:00
income,3665.1,Investment,Annual bonus,2024-10-03T10:58:00
expense,159.36,Entertainment,Bus fare,2023-05-31T05:34:00
expense,72.6,Rent,Grocery shopping,2023-10-29T10:35:00
income,4100.52,Bonus,Birthday gift,2024-06-01T11:03:00
income,618.62,Investment,Stock dividends,2023-11-30T09:38:00
expense,366.95,Utilities,Grocery shopping,2023-05-03T06:27:00
expense,317.39,Entertainment,,2024-12-16T06:00:00
expense,165.6,Food,Doctor visit,2023-11-07T11:44:00
income,4247.33,Bonus,,2023-02-01T05:45:00
income,2925.52,Gift,Monthly salary,2023-02-12T16:24:00
expense,205.7,Transportation,,2024-05-26T13:01:00
expense,238.32,Rent,Bus fare,2023-03-28T06:03:00
income,604.03,Freelance,Stock dividends,2023-07-26T15:58:00
expense,105.61,Rent,Bus fare,2024-09-03T13:01:00
expense,141.11,Food,,2023-03-22T09:58:00
income,3477.6,Salary,Birthday gift,2023-09-04T10:33:00
expense,363.19,Transportation,Movie tickets,2024-07-27T06:58:00
income,3814.53,Freelance,Stock dividends,2024-01-23T21:35:00
income,560.69,Investment,,2023-06-15T13:05:00
income,4514.17,Salary,Project payment,2023-05-13T18:55:00
expense,142.14,Misc,Monthly rent,2023-02-19T18:13:00
income,1964.32,Freelance,,2023-10-19T16:17:00
income,4381.9,Gift,Monthly salary,2024-06-07T21:07:00
expense,322.44,Utilities,Doctor visit,2024-12-26T07:15:00
income,1660.99,Freelance,Annual bonus,2024-04-09T19:07:00
income,2519.23,Salary,Birthday gift,2024-12-10T16:58:00
income,1879.99,Freelance,Monthly salary,2024-06-16T09:17:00
income,1241.51,Salary,Birthday gift,2023-03-06T20:16:00
expense,158.45,Entertainment,Grocery shopping,2023-01-22T12:58:00
income,3295.09,Investment,Birthday gift,2023-01-17T21:12:00
income,3357.28,Salary,Annual bonus,2023-01-15T23:43:00
expense,444.42,Transportation,Grocery shopping,2023-05-22T11:51:00
income,908.34,Gift,Project payment,2023-05-29T18:36:00
expense,382.33,Misc,Monthly rent,2023-02-19T14:06:00
income,2016.75,Gift,Monthly salary,2023-03-25T16:11:00
expense,119.49,Entertainment,Monthly rent,2024-01-16T22:16:00
income,2138.68,Freelance,Monthly salary,2024-11-06T04:09:00
income,4775.46,Gift,,2024-03-01T10:31:00
income,4505.44,Freelance,Project payment,2023-09-08T01:24:00
income,1808.59,Freelance,,2024-01-06T04:04:00
expense,490.88,Transportation,Electricity bill,2023-02-14T21:21:00
income,2201.26,Bonus,Stock dividends,2023-05-14T04:21:00
income,4124.49,Bonus,Stock dividends,2024-05-20T11:50:00
expense,298.17,Transportation,Doctor visit,2023-01-28T00:51:00
income,1568.9,Investment,Birthday gift,2024-04-25T07:07:00
expense,318.04,Rent,Grocery shopping,2023-02-13T15:09:00
income,3621.75,Investment,Birthday gift,2024-11-19T05:27:00
expense,344.24,Utilities,,2024-05-27T17:23:00
income,2750.1,Freelance,Monthly salary,2024-12-13T01:09:00
expense,280.94,Transportation,Monthly rent,2023-07-30T18:26:00
income,3092.93,Freelance,Project payment,2023-10-27T01:28:00
expense,133.79,Misc,Grocery shopping,2024-12-14T06:43:00
expense,12.34,Entertainment,Doctor visit,2024-06-26T08:28:00
expense,120.55,Utilities,Bus fare,2024-07-17T00:27:00
expense,201.37,Rent,,2023-03-29T14:00:00
expense,178.47,Rent,Grocery shopping,2024-09-23T03:29:00
income,2363.65,Gift,Annual bonus,2024-08-15T04:57:00
income,4084.53,Salary,Stock dividends,2023-08-29T19:50:00
income,4328.98,Freelance,Stock dividends,2023-02-16T01:33:00
income,3992.26,Bonus,Project payment,2023-01-12T04:47:00
expense,156.11,Utilities,Grocery shopping,2024-05-06T14:37:00
income,2958.45,Investment,Monthly salary,2023-12-27T00:15:00
income,3791.9,Investment,Monthly salary,2023-11-30T23:00:00
expense,266.7,Misc,Monthly rent,2023-06-18T11:43:00
expense,255.6,Rent,Electricity bill,2024-12-12T05:39:00
expense,471.21,Healthcare,Electricity bill,2024-01-14T02:37:00
income,632.96,Bonus,,2024-01-13T05:13:00
income,3830.58,Freelance,Project payment,2024-07-14T14:43:00
income,1159.18,Freelance,Birthday gift,2024-04-26T04:35:00
expense,17.89,Utilities,Bus fare,2024-12-31T17:57:00
expense,46.35,Food,,2024-12-09T18:06:00
expense,261.64,Misc,Grocery shopping,2024-12-09T01:52:00
income,597.23,Bonus,Annual bonus,2024-07-21T09:45:00
income,2681.48,Investment,Project payment,2024-04-18T03:07:00
expense,141.45,Entertainment,Monthly rent,2024-11-16T22:26:00
income,2560.65,Salary,Project payment,2024-07-27T02:07:00
expense,105.32,Entertainment,Bus fare,2024-02-04T09:46:00
income,4393.32,Bonus,Monthly salary,2024-12-13T08:21:00
expense,227.82,Food,Doctor visit,2023-08-05T03:53:00
income,1306.5,Freelance,Annual bonus,2023-05-17T19:15:00
income,2636.54,Bonus,Project payment,2023-06-08T20:27:00
expense,81.07,Transportation,Grocery shopping,2023-06-01T07:48:00
income,3400.28,Salary,,2023-02-13T03:22:00
income,1035.02,Gift,Stock dividends,2023-01-20T16:57:00
income,3390.13,Salary,Monthly salary,2023-12-02T10:03:00
expense,414.25,Healthcare,Doctor visit,2024-08-22T06:20:00
expense,133.98,Healthcare,Grocery shopping,2023-01-05T02:33:00
income,646.67,Freelance,Monthly salary,2024-08-07T03:01:00
expense,470.6,Food,Grocery shopping,2024-06-04T01:30:00
expense,58.49,Healthcare,Doctor visit,2024-01-12T21:11:00
income,4439.22,Freelance,,2023-08-01T05:51:00
income,1333.66,Salary,Annual bonus,2024-09-19T18:36:00
expense,215.45,Entertainment,,2024-07-10T05:44:00
income,2513.07,Salary,Monthly salary,2024-12-12T11:50:00
income,1615.29,Freelance,Birthday gift,2024-03-06T12:52:00
expense,108.94,Transportation,,2024-01-30T14:52:00
expense,496.81,Rent,Monthly rent,2024-06-23T07:47:00
expense,16.72,Healthcare,Movie tickets,2023-06-04T06:27:00
income,3530.11,Freelance,Monthly salary,2024-03-27T21:00:00
income,4122.5,Salary,Birthday gift,2023-12-03T04:46:00
income,936.88,Salary,Annual bonus,2023-08-17T22:51:00
income,2015.79,Salary,Monthly salary,2023-04-18T13:39:00
expense,16.28,Transportation,Bus fare,2023-03-31T21:31:00
income,3122.4,Bonus,,2024-11-25T22:34:00
expense,455.63,Healthcare,Monthly rent,2024-11-18T13:54:00
expense,100.36,Utilities,,2024-08-25T22:32:00
expense,207.97,Healthcare,Bus fare,2023-06-12T12:19:00
income,4129.83,Gift,,2023-10-04T07:30:00
expense,338.25,Misc,,2024-07-21T12:40:00
expense,376.06,Transportation,Grocery shopping,2024-06-25T16:32:00
expense,423.99,Misc,Electricity bill,2023-11-01T17:18:00
income,2996.47,Gift,Birthday gift,2024-02-17T17:53:00
expense,165.82,Utilities,Bus fare,2023-07-31T19:58:00
income,1396.85,Gift,Annual bonus,2024-04-16T07:09:00
income,4502.9,Bonus,,2024-10-23T17:36:00
expense,164.57,Rent,Electricity bill,2023-06-02T16:45:00
expense,318.93,Entertainment,Monthly rent,2023-04-29T00:13:00
expense,379.72,Utilities,Movie tickets,2024-02-01T05:09:00
income,2885.18,Investment,Project payment,2024-03-24T09:23:00
income,2147.4,Investment,Monthly salary,2023-11-20T14:39:00
expense,75.79,Misc,,2024-08-08T02:33:00
income,3981.61,Investment,,2024-05-30T23:54:00
income,836.47,Bonus,Project payment,2024-02-06T13:45:00
expense,135.99,Misc,Bus fare,2024-05-29T10:26:00
income,714.33,Salary,Annual bonus,2024-06-03T15:02:00
expense,80.52,Healthcare,Electricity bill,2023-11-15T23:17:00
expense,255.32,Utilities,,2023-01-03T10:45:00
income,3724.61,Salary,,2024-06-12T10:21:00
expense,406.75,Healthcare,Grocery shopping,2023-04-20T17:31:00
income,3445.63,Gift,Project payment,2023-10-27T02:19:00
income,4829.3,Bonus,Monthly salary,2024-05-03T18:43:00
expense,31.44,Rent,Grocery shopping,2024-03-24T18:03:00
expense,219.0,Healthcare,Electricity bill,2023-02-16T10:26:00
income,4057.36,Bonus,Birthday gift,2023-06-25T07:41:00
income,2066.02,Salary,Project payment,2023-04-06T01:07:00
income,1334.01,Freelance,Monthly salary,2024-08-04T10:24:00
expense,336.88,Food,,2023-01-14T04:35:00
income,2109.63,Gift,Stock dividends,2024-01-06T10:31:00
income,3776.69,Investment,Birthday gift,2024-05-23T22:12:00
income,2988.56,Freelance,Stock dividends,2023-02-23T09:52:00
expense,155.86,Rent,Grocery shopping,2024-06-01T18:01:00
expense,85.2,Rent,Grocery shopping,2024-05-06T17:16:00
expense,244.22,Entertainment,Monthly rent,2023-12-11T16:22:00
expense,246.71,Rent,Grocery shopping,2023-02-09T21:59:00
expense,228.27,Food,Movie tickets,2024-04-27T01:07:00
expense,55.21,Entertainment,Movie tickets,2024-02-18T19:17:00
expense,174.37,Transportation,Movie tickets,2023-10-29T05:20:00
expense,268.13,Healthcare,Monthly rent,2023-07-12T19:14:00
expense,130.01,Entertainment,Monthly rent,2023-06-17T13:06:00
expense,143.75,Misc,Monthly rent,2023-07-11T11:45:00
expense,224.26,Food,Doctor visit,2023-03-26T11:41:00
expense,211.86,Entertainment,Monthly rent,2024-04-12T19:58:00
expense,97.4,Utilities,Electricity bill,2024-11-27T23:22:00
income,3657.93,Investment,Stock dividends,2024-09-08T21:34:00
expense,115.61,Entertainment,Grocery shopping,2023-01-23T19:02:00
income,4383.59,Investment,Birthday gift,2024-10-29T01:16:00
expense,372.25,Utilities,Doctor visit,2024-02-16T00:25:00
expense,309.46,Utilities,Monthly rent,2023-01-12T22:28:00
income,950.13,Bonus,Monthly salary,2023-12-13T12:49:00
income,1731.06,Freelance,,2024-03-07T10:24:00
income,608.36,Salary,Annual bonus,2024-08-26T16:15:00
expense,326.57,Healthcare,Electricity bill,2023-03-29T08:50:00
income,3788.31,Freelance,Birthday gift,2024-04-18T15:04:00
income,3327.22,Salary,Project payment,2023-09-28T15:42:00
income,1491.59,Bonus,Project payment,2024-02-19T20:17:00
income,4243.79,Bonus,Monthly salary,2024-02-05T20:58:00
expense,74.82,Entertainment,Doctor visit,2023-10-22T19:22:00
expense,220.41,Rent,,2023-12-06T07:42:00
income,2347.42,Gift,Annual bonus,2023-03-28T12:13:00
income,4719.34,Salary,Monthly salary,2024-11-15T17:57:00
expense,84.14,Entertainment,Doctor visit,2023-07-25T04:20:00
expense,279.44,Rent,Doctor visit,2024-09-13T01:29:00
expense,77.75,Entertainment,Bus fare,2024-09-07T03:14:00
expense,191.78,Rent,Bus fare,2023-10-22T06:23:00
income,4749.74,Freelance,Monthly salary,2023-10-16T19:57:00
income,4488.9,Salary,Stock dividends,2023-08-10T22:00:00
income,4350.08,Bonus,Stock dividends,2024-01-24T02:43:00
income,522.62,Gift,Birthday gift,2023-05-17T03:54:00
expense,449.87,Rent,Movie tickets,2023-05-07T14:54:00
expense,273.35,Entertainment,Grocery shopping,2023-07-19T16:19:00
income,648.67,Bonus,,2024-12-13T16:56:00
income,2471.86,Freelance,Birthday gift,2023-07-18T17:15:00
income,3927.2,Gift,Project payment,2024-07-31T18:56:00
income,2267.59,Freelance,Project payment,2023-08-18T06:34:00
income,4913.06,Salary,Monthly salary,2024-06-29T10:10:00
income,2892.4,Freelance,Annual bonus,2023-02-04T02:34:00
expense,344.7,Transportation,Movie tickets,2024-12-05T02:27:00
expense,353.82,Transportation,Monthly rent,2024-06-08T12:25:00
expense,205.51,Healthcare,Movie tickets,2024-06-03T11:13:00
income,1285.57,Salary,,2024-09-08T12:08:00
expense,148.18,Rent,Movie tickets,2024-05-14T00:46:00
expense,387.16,Transportation,,2023-08-09T12:34:00
income,2083.41,Freelance,Birthday gift,2023-03-07T11:45:00
expense,462.86,Utilities,Grocery shopping,2024-08-31T15:45:00
income,2554.89,Investment,Stock dividends,2024-01-18T03:07:00
income,2565.21,Bonus,Annual bonus,2024-08-04T04:44:00
income,2025.1,Gift,Stock dividends,2023-01-23T07:22:00
income,3105.93,Gift,Annual bonus,2023-07-01T09:19:00
expense,268.69,Utilities,,2023-08-12T05:49:00
expense,166.56,Food,Monthly rent,2023-12-08T07:08:00
income,3475.73,Salary,Annual bonus,2024-02-01T22:49:00
expense,165.73,Utilities,,2023-10-05T16:10:00
expense,206.41,Utilities,Movie tickets,2024-02-25T11:23:00
income,4622.79,Freelance,Monthly salary,2024-04-24T02:16:00
expense,30.95,Food,Movie tickets,2024-01-21T03:49:00
expense,428.74,Entertainment,,2023-12-22T18:48:00
income,1589.05,Gift,Annual bonus,2024-02-17T23:32:00
income,3699.53,Gift,Annual bonus,2023-06-25T11:36:00
income,3792.44,Bonus,,2023-08-15T09:21:00
expense,266.99,Food,Movie tickets,2023-12-02T07:56:00
expense,382.8,Healthcare,Monthly rent,2023-08-16T14:50:00
expense,114.27,Healthcare,,2023-02-21T12:41:00
expense,87.08,Utilities,Movie tickets,2023-03-24T05:32:00
income,2663.89,Freelance,Monthly salary,2024-07-19T12:03:00
expense,123.02,Entertainment,Electricity bill,2023-04-05T13:25:00
expense,450.61,Healthcare,Movie tickets,2023-09-27T00:27:00
expense,196.77,Food,Movie tickets,2024-07-07T09:58:00
expense,458.42,Rent,,2024-11-17T20:55:00
expense,360.76,Transportation,Monthly rent,2023-01-04T06:51:00
income,1438.62,Gift,,2023-09-20T18:29:00
income,4782.82,Freelance,Monthly salary,2023-07-18T12:02:00
expense,47.41,Utilities,Electricity bill,2024-06-18T14:24:00
expense,309.46,Utilities,Bus fare,2024-01-08T15:16:00
expense,483.78,Food,Grocery shopping,2023-06-26T23:57:00
expense,109.89,Transportation,Doctor visit,2024-07-04T01:22:00
expense,446.57,Misc,Bus fare,2024-11-08T09:54:00
expense,349.88,Misc,Electricity bill,2023-10-15T03:17:00
expense,237.6,Entertainment,Monthly rent,2024-12-23T09:11:00
expense,232.67,Healthcare,Bus fare,2023-05-26T01:59:00
income,3898.61,Freelance,Birthday gift,2024-03-03T21:20:00
income,4004.95,Salary,,2024-11-17T12:25:00
income,4926.55,Salary,,2024-05-07T07:06:00
expense,237.16,Utilities,Movie tickets,2024-01-28T13:20:00
income,3276.86,Gift,Annual bonus,2023-08-16T11:18:00
income,1113.54,Bonus,Stock dividends,2024-05-19T12:11:00
expense,497.81,Misc,Electricity bill,2024-03-01T23:49:00
income,3505.3,Freelance,,2023-08-16T10:58:00
income,1505.2,Bonus,Birthday gift,2024-08-06T19:08:00
income,4742.93,Gift,,2023-06-09T19:54:00
expense,198.99,Transportation,Grocery shopping,2024-08-25T01:29:00
expense,47.78,Transportation,,2023-09-29T18:14:00
expense,316.0,Transportation,Doctor visit,2024-07-21T18:42:00
income,2226.17,Investment,Stock dividends,2023-11-06T20:44:00
income,2690.44,Investment,Monthly salary,2023-12-10T09:27:00
expense,251.28,Food,Electricity bill,2024-09-23T16:33:00
income,1985.42,Freelance,Project payment,2024-09-03T04:08:00
expense,48.7,Healthcare,Electricity bill,2024-04-19T19:39:00
income,3701.08,Salary,Stock dividends,2024-03-14T01:27:00
expense,157.06,Entertainment,Grocery shopping,2023-09-15T10:10:00
income,1872.24,Investment,,2023-04-06T10:58:00
expense,27.52,Misc,Monthly rent,2024-08-20T07:45:00
income,3886.04,Salary,Monthly salary,2023-11-24T05:04:00
expense,61.89,Utilities,Monthly rent,2023-07-23T14:14:00
expense,311.75,Healthcare,Monthly rent,2024-05-11T08:14:00
income,1551.2,Freelance,Monthly salary,2024-04-15T12:55:00
income,1243.04,Gift,,2023-10-14T10:47:00
income,1569.8,Freelance,Birthday gift,2024-03-31T22:06:00
expense,126.56,Healthcare,Bus fare,2024-07-17T17:39:00
income,2136.81,Investment,Project payment,2023-07-26T08:41:00
expense,40.18,Entertainment,Movie tickets,2024-12-02T23:44:00
expense,437.77,Food,Electricity bill,2024-12-28T11:49:00
expense,21.74,Food,Electricity bill,2024-07-08T22:14:00
income,4718.4,Gift,,2024-12-19T12:06:00
expense,437.31,Entertainment,Electricity bill,2023-09-16T06:49:00
income,819.32,Bonus,Annual bonus,2023-05-16T16:52:00
expense,278.96,Healthcare,Doctor visit,2023-12-11T04:02:00
expense,411.71,Misc,Bus fare,2023-04-20T09:26:00
expense,327.68,Utilities,,2024-06-08T08:24:00
income,1714.33,Investment,Project payment,2024-03-23T15:22:00
income,857.05,Salary,Birthday gift,2024-12-26T07:10:00
income,4259.73,Gift,Project payment,2024-06-29T02:36:00
income,2901.57,Salary,Annual bonus,2023-12-26T20:38:00
expense,420.38,Entertainment,Monthly rent,2024-07-10T20:07:00
income,1990.63,Bonus,Project payment,2023-03-30T00:24:00
expense,299.86,Transportation,,2024-04-01T01:50:00
expense,227.88,Healthcare,,2024-12-26T02:19:00
income,4491.03,Investment,Stock dividends,2023-01-07T18:44:00
expense,50.97,Food,Grocery shopping,2024-12-23T10:06:00
income,3390.31,Freelance,Annual bonus,2023-07-04T10:04:00
expense,459.47,Food,Grocery shopping,2024-03-20T13:26:00
income,2108.65,Freelance,Birthday gift,2023-12-21T06:13:00
income,897.03,Investment,Annual bonus,2024-06-12T15:51:00
expense,256.07,Entertainment,Grocery shopping,2024-01-11T09:18:00
income,4226.13,Gift,Birthday gift,2024-05-24T14:04:00
income,2292.96,Gift,,2024-03-13T09:43:00
expense,164.33,Food,Doctor visit,2023-12-09T20:52:00
expense,127.16,Food,Monthly rent,2024-05-31T00:33:00
income,4020.37,Gift,Monthly salary,2023-01-07T03:49:00
income,628.01,Freelance,Project payment,2023-01-21T20:32:00
income,2901.57,Freelance,,2024-10-30T22:54:00
expense,52.08,Rent,,2024-10-18T02:53:00
income,1199.87,Freelance,Birthday gift,2024-08-11T06:17:00
income,4297.78,Gift,Stock dividends,2023-01-01T19:24:00
income,4113.21,Bonus,,2023-12-11T18:22:00
expense,301.41,Transportation,,2023-11-04T11:47:00
income,4495.79,Salary,Project payment,2023-11-30T16:49:00
income,1322.33,Investment,Birthday gift,2023-01-12T05:52:00
income,1176.54,Salary,Birthday gift,2023-04-01T10:05:00
income,1309.64,Freelance,,2023-08-13T23:57:00
expense,370.08,Food,Doctor visit,2023-12-02T11:06:00
income,3175.83,Investment,Stock dividends,2023-04-27T03:15:00
income,4898.9,Investment,Project payment,2024-08-06T16:38:00
expense,117.8,Transportation,Monthly rent,2023-07-12T10:06:00
income,2240.29,Bonus,Stock dividends,2023-02-08T04:56:00
income,3071.25,Bonus,Birthday gift,2024-05-01T18:05:00
income,2979.19,Freelance,Project payment,2024-02-02T22:11:00
expense,282.09,Misc,,2023-02-14T04:12:00
income,4925.65,Salary,Birthday gift,2023-11-14T07:50:00
income,622.74,Salary,,2023-09-04T05:59:00
expense,189.02,Rent,Movie tickets,2023-01-25T13:58:00
expense,200.69,Misc,Monthly rent,2024-01-05T11:24:00
expense,219.55,Misc,Electricity bill,2024-04-25T01:28:00
income,3219.44,Bonus,Monthly salary,2023-05-09T02:54:00
expense,355.22,Entertainment,Grocery shopping,2023-05-11T01:22:00
income,3216.52,Freelance,Stock dividends,2024-01-16T20:10:00
expense,189.05,Healthcare,Electricity bill,2023-04-27T23:34:00
expense,398.35,Transportation,Movie tickets,2023-11-08T22:32:00
income,2812.75,Bonus,,2024-10-29T01:24:00
expense,154.4,Entertainment,Monthly rent,2023-03-05T00:24:00
expense,458.86,Entertainment,Electricity bill,2023-01-11T13:02:00
income,4991.29,Salary,Annual bonus,2023-11-28T12:36:00
income,1626.86,Gift,,2024-11-22T08:24:00
income,599.67,Investment,,2024-06-10T06:29:00
expense,464.46,Entertainment,Movie tickets,2023-09-22T02:18:00
income,3048.67,Bonus,,2024-04-10T02:20:00
expense,386.98,Misc,,2024-06-13T06:58:00
expense,374.01,Entertainment,Electricity bill,2023-03-23T08:06:00
income,3932.7,Freelance,Annual bonus,2024-11-09T06:14:00
expense,359.19,Rent,Movie tickets,2023-07-26T11:59:00
income,2487.2,Bonus,Annual bonus,2023-01-25T09:05:00
expense,459.28,Misc,Grocery shopping,2024-03-08T17:28:00
expense,38.9,Transportation,Grocery shopping,2024-02-21T01:56:00
expense,204.14,Food,Movie tickets,2024-09-26T16:52:00
income,2013.61,Bonus,Stock dividends,2023-12-14T06:06:00
expense,466.09,Entertainment,,2024-02-12T09:36:00
expense,178.91,Healthcare,Monthly rent,2023-11-07T06:21:00
income,2554.87,Bonus,Birthday gift,2023-02-24T18:29:00
income,2635.65,Freelance,,2023-02-14T18:15:00
income,1650.79,Salary,Annual bonus,2024-01-09T01:43:00
income,3428.97,Gift,Stock dividends,2024-10-20T12:33:00
expense,135.39,Utilities,Monthly rent,2024-01-24T21:37:00
